"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
12490,http://www.wikidata.org/entity/Q1791177,physicist,nuclear-physicist,NA,NA,NA,NA,12490,
12491,http://www.wikidata.org/entity/Q1791336,physicist,nuclear-physicist,NA,NA,NA,NA,12491,
12492,http://www.wikidata.org/entity/Q1791342,physicist,nuclear-physicist,NA,theoretical-physics,NA,NA,12492,
12493,http://www.wikidata.org/entity/Q17914001,physicist,NA,NA,physics,materials-science,NA,12493,
12494,http://www.wikidata.org/entity/Q179201,astronomer,university-teacher,astrophysicist,astronomy,astrophysics,NA,12494,
12495,http://www.wikidata.org/entity/Q1792252,NA,mathematician,writer,physics,mathematics,catholic-theology,12495,
12496,http://www.wikidata.org/entity/Q1792545,physicist,university-teacher,NA,NA,NA,NA,12496,
12497,http://www.wikidata.org/entity/Q179282,physicist,university-teacher,writer,physics,theoretical-physics,cosmology,12497,
12498,http://www.wikidata.org/entity/Q1793575,physicist,university-teacher,theoretical-physicist,nuclear-physics,NA,NA,12498,
12499,http://www.wikidata.org/entity/Q1793787,astronomer,NA,NA,NA,NA,NA,12499,
12500,http://www.wikidata.org/entity/Q1793865,physicist,university-teacher,NA,physics,NA,NA,12500,
12501,http://www.wikidata.org/entity/Q1794035,physicist,writer,prose-writer,physics,creative-and-professional-writing,science-fiction-literature,12501,
12502,http://www.wikidata.org/entity/Q179484,physicist,NA,NA,NA,NA,NA,12502,
12503,http://www.wikidata.org/entity/Q1795198,physicist,NA,NA,NA,NA,NA,12503,
12504,http://www.wikidata.org/entity/Q1795267,physicist,university-teacher,climatologist,NA,NA,NA,12504,
12505,http://www.wikidata.org/entity/Q1795596,astronomer,university-teacher,NA,NA,NA,NA,12505,
12506,http://www.wikidata.org/entity/Q179572,astronomer,university-teacher,astrophysicist,physics,astrophysics,cosmology,12506,
12507,http://www.wikidata.org/entity/Q1796076,physicist,NA,NA,NA,NA,NA,12507,
12508,http://www.wikidata.org/entity/Q1797102,physicist,university-teacher,NA,NA,NA,NA,12508,
12509,http://www.wikidata.org/entity/Q1797109,astronomer,astrophysicist,journalist,astronomy,NA,NA,12509,
12510,http://www.wikidata.org/entity/Q1797155,physicist,NA,NA,physicist,NA,NA,12510,
12511,http://www.wikidata.org/entity/Q1797240,physicist,nuclear-physicist,NA,NA,NA,NA,12511,
12512,http://www.wikidata.org/entity/Q17977127,physicist,engineer,NA,NA,NA,NA,12512,
12513,http://www.wikidata.org/entity/Q179777,astronomer,university-teacher,chemist,physics,physical-chemistry,NA,12513,
12514,http://www.wikidata.org/entity/Q179852,physicist,NA,NA,physics,NA,NA,12514,
12515,http://www.wikidata.org/entity/Q17987487,physicist,university-teacher,NA,NA,NA,NA,12515,
12516,http://www.wikidata.org/entity/Q17988458,physicist,researcher,discoverer-of-asteroids,NA,NA,NA,12516,
12517,http://www.wikidata.org/entity/Q17989224,physicist,NA,NA,NA,NA,NA,12517,
12518,http://www.wikidata.org/entity/Q17993663,astronomer,writer,linguist,NA,NA,NA,12518,
12519,http://www.wikidata.org/entity/Q18001436,astronomer,NA,NA,NA,NA,NA,12519,
12520,http://www.wikidata.org/entity/Q18001807,physicist,NA,NA,NA,NA,NA,12520,
12521,http://www.wikidata.org/entity/Q18002736,astronomer,NA,NA,geology,space-exploration,NA,12521,
12522,http://www.wikidata.org/entity/Q1800953,physicist,university-teacher,NA,NA,NA,NA,12522,
12523,http://www.wikidata.org/entity/Q18012007,physicist,NA,NA,physics,NA,NA,12523,
12524,http://www.wikidata.org/entity/Q18012028,astronomer,NA,NA,astronomy,NA,NA,12524,
12525,http://www.wikidata.org/entity/Q18012137,physicist,chemist,professor,NA,NA,NA,12525,
12526,http://www.wikidata.org/entity/Q18014117,astronomer,writer,NA,NA,NA,NA,12526,
12527,http://www.wikidata.org/entity/Q180142,physicist,university-teacher,chemist,chemistry,NA,NA,12527,
12528,http://www.wikidata.org/entity/Q18014845,physicist,NA,NA,NA,NA,NA,12528,
12529,http://www.wikidata.org/entity/Q18015262,physicist,NA,NA,NA,NA,NA,12529,
12530,http://www.wikidata.org/entity/Q18016145,physicist,NA,NA,NA,NA,NA,12530,
12531,http://www.wikidata.org/entity/Q18018716,physicist,NA,NA,NA,NA,NA,12531,
12532,http://www.wikidata.org/entity/Q18019223,astronomer,university-teacher,non-fiction-writer,sustainable-development,sustainable-living,NA,12532,
12533,http://www.wikidata.org/entity/Q18020492,physicist,university-teacher,translator,NA,NA,NA,12533,
12534,http://www.wikidata.org/entity/Q1802172,physicist,university-teacher,researcher,NA,NA,NA,12534,
12535,http://www.wikidata.org/entity/Q18024663,physicist,NA,NA,NA,NA,NA,12535,
12536,http://www.wikidata.org/entity/Q18025189,physicist,university-teacher,scientist,medicine,health-informatics,statistical-method,12536,
12537,http://www.wikidata.org/entity/Q18026282,astronomer,university-teacher,astrophysicist,astronomy,NA,NA,12537,
12538,http://www.wikidata.org/entity/Q18027430,physicist,university-teacher,researcher,NA,NA,NA,12538,
12539,http://www.wikidata.org/entity/Q18027533,physicist,NA,NA,NA,NA,NA,12539,
12540,http://www.wikidata.org/entity/Q18029406,physicist,NA,NA,NA,NA,NA,12540,
12541,http://www.wikidata.org/entity/Q18031568,NA,scientist,NA,physics,NA,NA,12541,
12542,http://www.wikidata.org/entity/Q18035564,physicist,teacher,NA,NA,NA,NA,12542,
12543,http://www.wikidata.org/entity/Q18042732,physicist,university-teacher,writer,plasma-physics,NA,NA,12543,
12544,http://www.wikidata.org/entity/Q18043483,physicist,NA,NA,NA,NA,NA,12544,
12545,http://www.wikidata.org/entity/Q18043536,physicist,NA,NA,physics,NA,NA,12545,
12546,http://www.wikidata.org/entity/Q18044034,physicist,NA,NA,NA,NA,NA,12546,
12547,http://www.wikidata.org/entity/Q18045305,physicist,university-teacher,NA,NA,NA,NA,12547,
12548,http://www.wikidata.org/entity/Q1804723,physicist,university-teacher,NA,NA,NA,NA,12548,
12549,http://www.wikidata.org/entity/Q18054530,physicist,NA,NA,NA,NA,NA,12549,
12550,http://www.wikidata.org/entity/Q18057227,physicist,NA,NA,NA,NA,NA,12550,
12551,http://www.wikidata.org/entity/Q1806184,physicist,university-teacher,NA,NA,NA,NA,12551,
12552,http://www.wikidata.org/entity/Q1808047,physicist,university-teacher,NA,NA,NA,NA,12552,
12553,http://www.wikidata.org/entity/Q1808331,physicist,university-teacher,theoretical-physicist,theoretical-physics,NA,NA,12553,
12554,http://www.wikidata.org/entity/Q18084477,physicist,NA,NA,NA,NA,NA,12554,
12555,http://www.wikidata.org/entity/Q18085288,NA,pedagogue,NA,astronomy,astrophysics,geodesy,12555,
12556,http://www.wikidata.org/entity/Q18089600,physicist,university-teacher,architect,NA,NA,NA,12556,
12557,http://www.wikidata.org/entity/Q18091728,physicist,NA,NA,NA,NA,NA,12557,
12558,http://www.wikidata.org/entity/Q1809188,physicist,engineer,NA,NA,NA,NA,12558,
12559,http://www.wikidata.org/entity/Q18094017,physicist,NA,NA,NA,NA,NA,12559,
12560,http://www.wikidata.org/entity/Q1809694,physicist,NA,NA,experimental-physics,NA,NA,12560,
12561,http://www.wikidata.org/entity/Q18098722,physicist,NA,NA,NA,NA,NA,12561,
12562,http://www.wikidata.org/entity/Q18107546,physicist,NA,NA,NA,NA,NA,12562,
12563,http://www.wikidata.org/entity/Q18107934,physicist,party-official,NA,NA,NA,NA,12563,
12564,http://www.wikidata.org/entity/Q18109526,physicist,politician,NA,NA,NA,NA,12564,
12565,http://www.wikidata.org/entity/Q18115205,physicist,teacher,NA,NA,NA,NA,12565,
12566,http://www.wikidata.org/entity/Q18115575,physicist,NA,NA,NA,NA,NA,12566,
12567,http://www.wikidata.org/entity/Q18115770,astronomer,meteorologist,NA,astronomy,meteorology,NA,12567,
12568,http://www.wikidata.org/entity/Q18116522,physicist,NA,NA,NA,NA,NA,12568,
12569,http://www.wikidata.org/entity/Q1811744,physicist,NA,NA,accelerator-physics,NA,NA,12569,
12570,http://www.wikidata.org/entity/Q1811806,NA,nuclear-physicist,NA,physics,NA,NA,12570,
12571,http://www.wikidata.org/entity/Q18120261,physicist,NA,NA,physics,NA,NA,12571,
12572,http://www.wikidata.org/entity/Q18120262,NA,scientist,NA,physics,NA,NA,12572,
12573,http://www.wikidata.org/entity/Q18120264,physicist,NA,NA,NA,NA,NA,12573,
12574,http://www.wikidata.org/entity/Q18120265,physicist,university-teacher,NA,physics,NA,NA,12574,
12575,http://www.wikidata.org/entity/Q18122872,physicist,NA,NA,physicist,NA,NA,12575,
12576,http://www.wikidata.org/entity/Q18122873,physicist,chemist,NA,physical-chemistry,NA,NA,12576,
12577,http://www.wikidata.org/entity/Q18123841,physicist,NA,NA,NA,NA,NA,12577,
12578,http://www.wikidata.org/entity/Q18124316,astronomer,university-teacher,astrophysicist,NA,NA,NA,12578,
12579,http://www.wikidata.org/entity/Q18124467,physicist,NA,NA,nuclear-physics,NA,NA,12579,
12580,http://www.wikidata.org/entity/Q18124938,physicist,NA,NA,nuclear-physics,NA,NA,12580,
12581,http://www.wikidata.org/entity/Q18125395,physicist,NA,NA,NA,NA,NA,12581,
12582,http://www.wikidata.org/entity/Q18132005,physicist,chemist,NA,NA,NA,NA,12582,
12583,http://www.wikidata.org/entity/Q18132012,physicist,NA,NA,physics,NA,NA,12583,
12584,http://www.wikidata.org/entity/Q18132175,physicist,NA,NA,NA,NA,NA,12584,
12585,http://www.wikidata.org/entity/Q181363,physicist,university-teacher,NA,physics,NA,NA,12585,
12586,http://www.wikidata.org/entity/Q181369,physicist,university-teacher,theoretical-physicist,particle-physics,NA,NA,12586,
12587,http://www.wikidata.org/entity/Q18145412,physicist,NA,NA,NA,NA,NA,12587,
12588,http://www.wikidata.org/entity/Q18146025,physicist,NA,NA,physicist,NA,NA,12588,
12589,http://www.wikidata.org/entity/Q18146026,physicist,NA,NA,NA,NA,NA,12589,
12590,http://www.wikidata.org/entity/Q18147577,astronomer,NA,NA,NA,NA,NA,12590,
12591,http://www.wikidata.org/entity/Q18151694,physicist,NA,NA,NA,NA,NA,12591,
12592,http://www.wikidata.org/entity/Q18151840,physicist,NA,NA,nuclear-physics,NA,NA,12592,
12593,http://www.wikidata.org/entity/Q18152042,astronomer,astrophysicist,NA,astronomy,astrophysics,atomic-physics,12593,
12594,http://www.wikidata.org/entity/Q18154286,physicist,university-teacher,mathematician,mathematics,informatics,computer-science,12594,
12595,http://www.wikidata.org/entity/Q18156032,physicist,NA,NA,physics,magnetism,NA,12595,
12596,http://www.wikidata.org/entity/Q18156033,physicist,NA,NA,NA,NA,NA,12596,
12597,http://www.wikidata.org/entity/Q18156034,physicist,scientist,NA,NA,NA,NA,12597,
12598,http://www.wikidata.org/entity/Q18156036,physicist,NA,NA,NA,NA,NA,12598,
12599,http://www.wikidata.org/entity/Q18157119,physicist,university-teacher,researcher,NA,NA,NA,12599,
12600,http://www.wikidata.org/entity/Q18157335,astronomer,NA,NA,NA,NA,NA,12600,
12601,http://www.wikidata.org/entity/Q18160279,physicist,physician,NA,NA,NA,NA,12601,
12602,http://www.wikidata.org/entity/Q18162046,physicist,academic,NA,NA,NA,NA,12602,
12603,http://www.wikidata.org/entity/Q18164038,astronomer,conductor,NA,NA,NA,NA,12603,
12604,http://www.wikidata.org/entity/Q18165295,physicist,NA,NA,NA,NA,NA,12604,
12605,http://www.wikidata.org/entity/Q18166618,physicist,philosopher,NA,physics,NA,NA,12605,
12606,http://www.wikidata.org/entity/Q18167171,physicist,academic,NA,NA,NA,NA,12606,
12607,http://www.wikidata.org/entity/Q18167267,physicist,chemist,academic,NA,NA,NA,12607,
12608,http://www.wikidata.org/entity/Q18167493,physicist,academic,NA,atomic-spectroscopy,NA,NA,12608,
12609,http://www.wikidata.org/entity/Q181685,physicist,mathematician,engineer,thermodynamics,NA,NA,12609,
12610,http://www.wikidata.org/entity/Q181687,physicist,university-teacher,astrophysicist,physics,theoretical-physics,astrophysics,12610,
12611,http://www.wikidata.org/entity/Q18168710,physicist,NA,NA,physics,NA,NA,12611,
12612,http://www.wikidata.org/entity/Q18169696,astronomer,railway-engineer,NA,NA,NA,NA,12612,
12613,http://www.wikidata.org/entity/Q18175817,physicist,university-teacher,NA,optics,semiconductor,semiconductor-physics,12613,
12614,http://www.wikidata.org/entity/Q18176274,physicist,NA,NA,NA,NA,NA,12614,
12615,http://www.wikidata.org/entity/Q1818637,physicist,university-teacher,NA,NA,NA,NA,12615,
12616,http://www.wikidata.org/entity/Q1818960,physicist,engineer,civil-engineer,NA,NA,NA,12616,
12617,http://www.wikidata.org/entity/Q18191248,physicist,NA,NA,physics,NA,NA,12617,
12618,http://www.wikidata.org/entity/Q18191542,NA,botanist,NA,astronomy,botany,NA,12618,
12619,http://www.wikidata.org/entity/Q1819302,physicist,university-teacher,NA,physics,NA,NA,12619,
12620,http://www.wikidata.org/entity/Q18193442,astronomer,writer,NA,NA,NA,NA,12620,
12621,http://www.wikidata.org/entity/Q1819421,physicist,university-teacher,NA,physics,solid-state-physics,quantum-field-theory,12621,
12622,http://www.wikidata.org/entity/Q1819747,physicist,NA,NA,NA,NA,NA,12622,
12623,http://www.wikidata.org/entity/Q18198207,physicist,NA,NA,NA,NA,NA,12623,
12624,http://www.wikidata.org/entity/Q18198474,astronomer,NA,NA,NA,NA,NA,12624,
12625,http://www.wikidata.org/entity/Q18198595,physicist,university-teacher,NA,physics,electronics,physical-phenomenon,12625,
12626,http://www.wikidata.org/entity/Q18201624,physicist,NA,NA,NA,NA,NA,12626,
12627,http://www.wikidata.org/entity/Q18201824,astronomer,NA,NA,radio-astronomy,NA,NA,12627,
12628,http://www.wikidata.org/entity/Q18202238,physicist,university-teacher,NA,nonlinear-optics,quantum-electronics,NA,12628,
12629,http://www.wikidata.org/entity/Q18202341,astronomer,writer,NA,NA,NA,NA,12629,
12630,http://www.wikidata.org/entity/Q18202347,astronomer,writer,NA,NA,NA,NA,12630,
12631,http://www.wikidata.org/entity/Q18202988,physicist,NA,NA,physics,NA,NA,12631,
12632,http://www.wikidata.org/entity/Q182031,physicist,university-teacher,engineer,physics,electrical-engineering,NA,12632,
12633,http://www.wikidata.org/entity/Q18205323,physicist,sculptor,NA,NA,NA,NA,12633,
12634,http://www.wikidata.org/entity/Q18205619,physicist,NA,NA,applied-physics,NA,NA,12634,
12635,http://www.wikidata.org/entity/Q18208368,physicist,NA,NA,physics,NA,NA,12635,
12636,http://www.wikidata.org/entity/Q18211087,astronomer,art-historian,NA,NA,NA,NA,12636,
12637,http://www.wikidata.org/entity/Q18211605,physicist,NA,NA,NA,NA,NA,12637,
12638,http://www.wikidata.org/entity/Q18214338,physicist,chemist,NA,NA,NA,NA,12638,
12639,http://www.wikidata.org/entity/Q18215031,physicist,NA,NA,NA,NA,NA,12639,
12640,http://www.wikidata.org/entity/Q18217906,physicist,NA,NA,NA,NA,NA,12640,
12641,http://www.wikidata.org/entity/Q18217945,physicist,NA,NA,NA,NA,NA,12641,
12642,http://www.wikidata.org/entity/Q18218148,physicist,mass-spectrometrist,NA,radical,NA,NA,12642,
12643,http://www.wikidata.org/entity/Q18218207,astronomer,researcher,NA,NA,NA,NA,12643,
12644,http://www.wikidata.org/entity/Q1821998,physicist,nuclear-physicist,NA,quantum-field-theory,supersymmetry,quantum-chromodynamics,12644,
12645,http://www.wikidata.org/entity/Q18222258,astronomer,university-teacher,NA,astrophysics,NA,NA,12645,
12646,http://www.wikidata.org/entity/Q18222262,physicist,chemist,NA,NA,NA,NA,12646,
12647,http://www.wikidata.org/entity/Q18222477,physicist,university-teacher,historian,physics,history-of-science,classical-philology,12647,
12648,http://www.wikidata.org/entity/Q18222765,physicist,university-teacher,NA,NA,NA,NA,12648,
12649,http://www.wikidata.org/entity/Q18222944,astronomer,NA,NA,NA,NA,NA,12649,
12650,http://www.wikidata.org/entity/Q18223895,physicist,university-teacher,NA,physics,subject-didactics,NA,12650,
12651,http://www.wikidata.org/entity/Q18224055,physicist,university-teacher,NA,ferroics,NA,NA,12651,
12652,http://www.wikidata.org/entity/Q18224244,physicist,NA,NA,NA,NA,NA,12652,
12653,http://www.wikidata.org/entity/Q18225389,astronomer,NA,NA,NA,NA,NA,12653,
12654,http://www.wikidata.org/entity/Q1822553,physicist,NA,NA,NA,NA,NA,12654,
12655,http://www.wikidata.org/entity/Q18226137,astronomer,astrophysicist,NA,astrophysics,NA,NA,12655,
12656,http://www.wikidata.org/entity/Q18233491,physicist,docent,NA,NA,NA,NA,12656,
12657,http://www.wikidata.org/entity/Q18234592,physicist,engineer,pastor,NA,NA,NA,12657,
12658,http://www.wikidata.org/entity/Q18236360,physicist,NA,NA,NA,NA,NA,12658,
12659,http://www.wikidata.org/entity/Q18237258,physicist,NA,NA,NA,NA,NA,12659,
12660,http://www.wikidata.org/entity/Q18237305,physicist,NA,NA,NA,NA,NA,12660,
12661,http://www.wikidata.org/entity/Q18237345,physicist,mathematician,NA,NA,NA,NA,12661,
12662,http://www.wikidata.org/entity/Q18237400,physicist,chemist,NA,NA,NA,NA,12662,
12663,http://www.wikidata.org/entity/Q18237441,astronomer,NA,NA,NA,NA,NA,12663,
12664,http://www.wikidata.org/entity/Q18237452,astronomer,mathematician,NA,NA,NA,NA,12664,
12665,http://www.wikidata.org/entity/Q18237644,NA,scientist,NA,physics,biology,mechanics-of-materials,12665,
12666,http://www.wikidata.org/entity/Q18237742,physicist,NA,NA,NA,NA,NA,12666,
12667,http://www.wikidata.org/entity/Q18238200,physicist,NA,NA,NA,NA,NA,12667,
12668,http://www.wikidata.org/entity/Q18238331,physicist,NA,NA,NA,NA,NA,12668,
12669,http://www.wikidata.org/entity/Q18238368,physicist,NA,NA,NA,NA,NA,12669,
12670,http://www.wikidata.org/entity/Q18238775,physicist,NA,NA,NA,NA,NA,12670,
12671,http://www.wikidata.org/entity/Q18239568,physicist,NA,NA,physics,plasma-physics,physicist,12671,
12672,http://www.wikidata.org/entity/Q18242329,physicist,economist,NA,NA,NA,NA,12672,
12673,http://www.wikidata.org/entity/Q18242917,physicist,documentary-filmmaker,NA,NA,NA,NA,12673,
12674,http://www.wikidata.org/entity/Q1824293,physicist,university-teacher,politician,physics,politics,radioactivity,12674,
12675,http://www.wikidata.org/entity/Q18243157,physicist,NA,NA,NA,NA,NA,12675,
12676,http://www.wikidata.org/entity/Q18243928,NA,scientist,NA,physics,NA,NA,12676,
12677,http://www.wikidata.org/entity/Q18244383,physicist,NA,NA,NA,NA,NA,12677,
12678,http://www.wikidata.org/entity/Q18244944,physicist,NA,NA,NA,NA,NA,12678,
12679,http://www.wikidata.org/entity/Q18245199,physicist,university-teacher,NA,NA,NA,NA,12679,
12680,http://www.wikidata.org/entity/Q182452,physicist,politician,military-personnel,politics,medical-physics,politician,12680,
12681,http://www.wikidata.org/entity/Q18245351,physicist,NA,NA,NA,NA,NA,12681,
12682,http://www.wikidata.org/entity/Q18249431,physicist,university-teacher,mathematician,physics,mathematics,theoretical-physics,12682,
12683,http://www.wikidata.org/entity/Q18250110,physicist,writer,director,NA,NA,NA,12683,
12684,http://www.wikidata.org/entity/Q1825220,physicist,university-teacher,historian,history-of-science,NA,NA,12684,
