"pk_person_features","person_uri","occupation_main","occupation_sec1","coded_employer"
24968,http://www.wikidata.org/entity/Q59616870,physicist,university-teacher,education
24973,http://www.wikidata.org/entity/Q59622848,physicist,university-teacher,agency
24975,http://www.wikidata.org/entity/Q59624613,physicist,university-teacher,university
24976,http://www.wikidata.org/entity/Q59625244,physicist,university-teacher,education
24978,http://www.wikidata.org/entity/Q59626694,astronomer,university-teacher,institute
24980,http://www.wikidata.org/entity/Q59627137,physicist,university-teacher,education
24981,http://www.wikidata.org/entity/Q59627146,physicist,university-teacher,publisher
24987,http://www.wikidata.org/entity/Q59629542,physicist,university-teacher,publisher
24992,http://www.wikidata.org/entity/Q59630545,physicist,researcher,institute
24997,http://www.wikidata.org/entity/Q59652502,physicist,university-teacher,university
24999,http://www.wikidata.org/entity/Q59652785,physicist,university-teacher,education
25006,http://www.wikidata.org/entity/Q59662171,physicist,politician,university
25008,http://www.wikidata.org/entity/Q59667257,astronomer,researcher,education
25018,http://www.wikidata.org/entity/Q59671468,astronomer,astrophysicist,education
25021,http://www.wikidata.org/entity/Q59672659,astronomer,astrophysicist,education
25022,http://www.wikidata.org/entity/Q59672734,astronomer,researcher,education
25025,http://www.wikidata.org/entity/Q59673688,astronomer,university-teacher,education
25033,http://www.wikidata.org/entity/Q59674959,astronomer,researcher,education
25036,http://www.wikidata.org/entity/Q59675172,astronomer,researcher,institute
25039,http://www.wikidata.org/entity/Q59675977,astronomer,researcher,facility
25040,http://www.wikidata.org/entity/Q59676108,astronomer,researcher,education
25042,http://www.wikidata.org/entity/Q59676169,astronomer,astrophysicist,institute
25044,http://www.wikidata.org/entity/Q59676470,astronomer,researcher,organization
25045,http://www.wikidata.org/entity/Q59676559,astronomer,university-teacher,facility
25048,http://www.wikidata.org/entity/Q59678481,physicist,astrophysicist,education
25049,http://www.wikidata.org/entity/Q59679347,physicist,university-teacher,education
25052,http://www.wikidata.org/entity/Q5968105,physicist,chemist,agency
25058,http://www.wikidata.org/entity/Q59686686,physicist,university-teacher,university
25059,http://www.wikidata.org/entity/Q59686697,physicist,university-teacher,university
25060,http://www.wikidata.org/entity/Q59686758,physicist,university-teacher,publisher
25061,http://www.wikidata.org/entity/Q59686775,physicist,university-teacher,publisher
25066,http://www.wikidata.org/entity/Q59696515,physicist,university-teacher,university
25068,http://www.wikidata.org/entity/Q59728108,physicist,scientist,organization
25076,http://www.wikidata.org/entity/Q59751980,physicist,university-teacher,education
25077,http://www.wikidata.org/entity/Q59755033,physicist,university-teacher,university
25083,http://www.wikidata.org/entity/Q5978373,physicist,university-teacher,publisher
25086,http://www.wikidata.org/entity/Q59811938,astronomer,science-communicator,enterprise
25087,http://www.wikidata.org/entity/Q5981495,physicist,engineer,education
25092,http://www.wikidata.org/entity/Q5982090,physicist,academic,publisher
25093,http://www.wikidata.org/entity/Q59821756,physicist,researcher,institute
25095,http://www.wikidata.org/entity/Q59822368,physicist,university-teacher,organization
25103,http://www.wikidata.org/entity/Q5983129,physicist,university-teacher,publisher
25106,http://www.wikidata.org/entity/Q59833635,physicist,mathematician,institute
25108,http://www.wikidata.org/entity/Q5983563,physicist,meteorologist,organization
25116,http://www.wikidata.org/entity/Q59859797,astronomer,atomic-physicist,institute
25118,http://www.wikidata.org/entity/Q59865909,physicist,university-teacher,institute
25121,http://www.wikidata.org/entity/Q59898036,physicist,researcher,education
25125,http://www.wikidata.org/entity/Q59917219,astronomer,researcher,education
25128,http://www.wikidata.org/entity/Q5992052,physicist,researcher,institute
25135,http://www.wikidata.org/entity/Q5996645,physicist,civil-engineer,publisher
25136,http://www.wikidata.org/entity/Q5996859,astronomer,scientist,education
25138,http://www.wikidata.org/entity/Q5997629,physicist,inventor,education
25141,http://www.wikidata.org/entity/Q5999525,astronomer,researcher,organization
25142,http://www.wikidata.org/entity/Q6001496,physicist,university-teacher,university
25143,http://www.wikidata.org/entity/Q6002075,physicist,chemist,institute
25144,http://www.wikidata.org/entity/Q60022072,physicist,university-teacher,institute
25145,http://www.wikidata.org/entity/Q60024,physicist,university-teacher,publisher
25148,http://www.wikidata.org/entity/Q60029736,astronomer,writer,education
25149,http://www.wikidata.org/entity/Q60031089,astronomer,researcher,education
25150,http://www.wikidata.org/entity/Q60034780,astronomer,researcher,institution
25155,http://www.wikidata.org/entity/Q60041821,astronomer,astrophysicist,publisher
25156,http://www.wikidata.org/entity/Q60052,physicist,mathematician,publisher
25157,http://www.wikidata.org/entity/Q60054323,physicist,university-teacher,university
25158,http://www.wikidata.org/entity/Q60055954,astronomer,researcher,institute
25159,http://www.wikidata.org/entity/Q60056536,astronomer,researcher,organization
25160,http://www.wikidata.org/entity/Q60058825,physicist,university-teacher,education
25162,http://www.wikidata.org/entity/Q60061763,physicist,university-teacher,education
25164,http://www.wikidata.org/entity/Q60066,physicist,university-teacher,publisher
25168,http://www.wikidata.org/entity/Q601045,physicist,university-teacher,education
25170,http://www.wikidata.org/entity/Q6012096,astronomer,writer,education
25171,http://www.wikidata.org/entity/Q60127912,physicist,researcher,publisher
25178,http://www.wikidata.org/entity/Q60142878,astronomer,writer,publisher
25181,http://www.wikidata.org/entity/Q6015740,astronomer,astrophysicist,organization
25182,http://www.wikidata.org/entity/Q6015844,physicist,university-teacher,university
25183,http://www.wikidata.org/entity/Q60160678,physicist,university-teacher,college
25184,http://www.wikidata.org/entity/Q60161707,physicist,researcher,institute
25188,http://www.wikidata.org/entity/Q60168346,astronomer,university-teacher,publisher
25191,http://www.wikidata.org/entity/Q60180990,physicist,university-teacher,university
25193,http://www.wikidata.org/entity/Q60182605,physicist,university-teacher,publisher
25194,http://www.wikidata.org/entity/Q60189171,astronomer,astrophysicist,organization
25198,http://www.wikidata.org/entity/Q60191989,physicist,university-teacher,university
25199,http://www.wikidata.org/entity/Q60194452,astronomer,meteorologist,organization
25213,http://www.wikidata.org/entity/Q6023789,physicist,university-teacher,agency
25214,http://www.wikidata.org/entity/Q60240812,physicist,university-teacher,publisher
25216,http://www.wikidata.org/entity/Q6025651,astronomer,docent,organization
25219,http://www.wikidata.org/entity/Q60264,physicist,university-teacher,enterprise
25222,http://www.wikidata.org/entity/Q6028280,physicist,university-teacher,organization
25224,http://www.wikidata.org/entity/Q60286855,physicist,astrophysicist,publisher
25225,http://www.wikidata.org/entity/Q60287,physicist,university-teacher,education
25229,http://www.wikidata.org/entity/Q6028973,astronomer,professor,university
25230,http://www.wikidata.org/entity/Q60293,physicist,university-teacher,education
25232,http://www.wikidata.org/entity/Q60296136,physicist,university-teacher,university
25233,http://www.wikidata.org/entity/Q6030002,physicist,crystallographer,education
25234,http://www.wikidata.org/entity/Q60300665,physicist,university-teacher,university
25235,http://www.wikidata.org/entity/Q60300724,physicist,university-teacher,university
25237,http://www.wikidata.org/entity/Q60323420,physicist,university-teacher,institute
25238,http://www.wikidata.org/entity/Q60337705,physicist,biologist,university
25239,http://www.wikidata.org/entity/Q60339803,physicist,activist,institute
25241,http://www.wikidata.org/entity/Q60347,physicist,university-teacher,enterprise
25242,http://www.wikidata.org/entity/Q603525,physicist,university-teacher,education
25243,http://www.wikidata.org/entity/Q60370289,physicist,researcher,publisher
25244,http://www.wikidata.org/entity/Q60371813,physicist,astrophysicist,publisher
25245,http://www.wikidata.org/entity/Q60373525,physicist,researcher,education
25246,http://www.wikidata.org/entity/Q6040004,physicist,university-teacher,university
25248,http://www.wikidata.org/entity/Q60410191,astronomer,university-teacher,education
25250,http://www.wikidata.org/entity/Q6042085,physicist,pedagogue,publisher
25251,http://www.wikidata.org/entity/Q60428,physicist,university-teacher,agency
25253,http://www.wikidata.org/entity/Q604288,physicist,writer,organization
25254,http://www.wikidata.org/entity/Q60429,physicist,university-teacher,education
25255,http://www.wikidata.org/entity/Q6043000,physicist,theoretical-physicist,publisher
25258,http://www.wikidata.org/entity/Q60438724,physicist,researcher,university
25261,http://www.wikidata.org/entity/Q60445979,physicist,university-teacher,publisher
25267,http://www.wikidata.org/entity/Q604679,astronomer,university-teacher,publisher
25269,http://www.wikidata.org/entity/Q60500338,physicist,professor,education
25270,http://www.wikidata.org/entity/Q60501526,physicist,university-teacher,education
25273,http://www.wikidata.org/entity/Q60524928,astronomer,university-teacher,institute
25278,http://www.wikidata.org/entity/Q60531959,physicist,university-teacher,education
25279,http://www.wikidata.org/entity/Q60532361,physicist,mathematician,education
25283,http://www.wikidata.org/entity/Q60554,physicist,university-teacher,publisher
25286,http://www.wikidata.org/entity/Q60578554,astronomer,researcher,organization
25287,http://www.wikidata.org/entity/Q60579,physicist,university-teacher,institute
25289,http://www.wikidata.org/entity/Q60582407,physicist,researcher,publisher
25296,http://www.wikidata.org/entity/Q60613276,physicist,computer-scientist,publisher
25297,http://www.wikidata.org/entity/Q60613339,physicist,professor,publisher
25298,http://www.wikidata.org/entity/Q60613467,physicist,university-teacher,publisher
25301,http://www.wikidata.org/entity/Q6062091,physicist,archaeologist,university
25306,http://www.wikidata.org/entity/Q60625061,physicist,university-teacher,publisher
25308,http://www.wikidata.org/entity/Q60628550,astronomer,astrophysicist,education
25315,http://www.wikidata.org/entity/Q60648876,physicist,university-teacher,university
25318,http://www.wikidata.org/entity/Q60658690,physicist,university-teacher,publisher
25321,http://www.wikidata.org/entity/Q6066443,astronomer,inventor,facility
25326,http://www.wikidata.org/entity/Q60668915,physicist,chemist,institute
25328,http://www.wikidata.org/entity/Q60669578,physicist,researcher,education
25329,http://www.wikidata.org/entity/Q6067115,physicist,university-teacher,enterprise
25331,http://www.wikidata.org/entity/Q60677,physicist,mathematician,education
25332,http://www.wikidata.org/entity/Q60677509,physicist,university-teacher,institution
25334,http://www.wikidata.org/entity/Q60677844,astronomer,cosmochemist,education
25335,http://www.wikidata.org/entity/Q6068207,physicist,politician,publisher
25336,http://www.wikidata.org/entity/Q60683625,physicist,university-teacher,publisher
25337,http://www.wikidata.org/entity/Q60684042,physicist,university-teacher,university
25339,http://www.wikidata.org/entity/Q60684184,physicist,university-teacher,publisher
25342,http://www.wikidata.org/entity/Q60693851,physicist,nuclear-physicist,education
25355,http://www.wikidata.org/entity/Q60694911,physicist,university-teacher,university
25356,http://www.wikidata.org/entity/Q60694918,physicist,university-teacher,institute
25364,http://www.wikidata.org/entity/Q60695187,physicist,scientist,university
25366,http://www.wikidata.org/entity/Q60695676,physicist,university-teacher,education
25367,http://www.wikidata.org/entity/Q60696818,physicist,university-teacher,publisher
25369,http://www.wikidata.org/entity/Q60697542,physicist,university-teacher,publisher
25371,http://www.wikidata.org/entity/Q60732813,physicist,university-teacher,education
25375,http://www.wikidata.org/entity/Q60736922,physicist,university-teacher,other
25380,http://www.wikidata.org/entity/Q60758204,physicist,researcher,publisher
25381,http://www.wikidata.org/entity/Q60764,astronomer,discoverer-of-asteroids,organization
25384,http://www.wikidata.org/entity/Q6078904,physicist,theoretical-physicist,publisher
25386,http://www.wikidata.org/entity/Q6079086,physicist,docent,agency
25388,http://www.wikidata.org/entity/Q6080085,physicist,engineer,institute
25389,http://www.wikidata.org/entity/Q60804039,astronomer,researcher,observatory
25391,http://www.wikidata.org/entity/Q6080609,physicist,nuclear-physicist,agency
25395,http://www.wikidata.org/entity/Q60809642,physicist,university-teacher,education
25397,http://www.wikidata.org/entity/Q60815,physicist,mathematician,education
25406,http://www.wikidata.org/entity/Q6082199,physicist,meteorologist,agency
25408,http://www.wikidata.org/entity/Q6082271,astronomer,surveyor,agency
25409,http://www.wikidata.org/entity/Q608235,physicist,engineer,publisher
25413,http://www.wikidata.org/entity/Q6082522,physicist,university-teacher,agency
25423,http://www.wikidata.org/entity/Q60826752,astronomer,scientist,publisher
25426,http://www.wikidata.org/entity/Q60827076,physicist,university-teacher,education
25429,http://www.wikidata.org/entity/Q60827634,physicist,scientist,institute
25444,http://www.wikidata.org/entity/Q60829960,physicist,university-teacher,university
25454,http://www.wikidata.org/entity/Q60832387,physicist,university-teacher,education
25455,http://www.wikidata.org/entity/Q60832412,physicist,computer-scientist,institute
25459,http://www.wikidata.org/entity/Q60833195,physicist,theologian,academy
25461,http://www.wikidata.org/entity/Q60833489,physicist,academic,university
25462,http://www.wikidata.org/entity/Q60833600,astronomer,university-teacher,publisher
25465,http://www.wikidata.org/entity/Q60834208,physicist,mathematician,publisher
25466,http://www.wikidata.org/entity/Q60834357,astronomer,writer,education
25474,http://www.wikidata.org/entity/Q60835613,physicist,experimental-physicist,publisher
25501,http://www.wikidata.org/entity/Q6086887,astronomer,academic,publisher
25503,http://www.wikidata.org/entity/Q60876595,astronomer,university-teacher,education
25506,http://www.wikidata.org/entity/Q60891,astronomer,university-teacher,education
25507,http://www.wikidata.org/entity/Q608945,physicist,mathematician,education
25508,http://www.wikidata.org/entity/Q6089682,physicist,researcher,institute
25512,http://www.wikidata.org/entity/Q60914325,astronomer,astrophysicist,education
25515,http://www.wikidata.org/entity/Q6093154,astronomer,mathematician,publisher
25516,http://www.wikidata.org/entity/Q60948993,physicist,molecular-biologist,institute
25517,http://www.wikidata.org/entity/Q60949436,physicist,scientist,education
25518,http://www.wikidata.org/entity/Q6095252,physicist,university-teacher,education
25520,http://www.wikidata.org/entity/Q6096219,astronomer,university-teacher,agency
25523,http://www.wikidata.org/entity/Q609702,physicist,mathematician,organization
25524,http://www.wikidata.org/entity/Q6097046,physicist,university-teacher,publisher
25525,http://www.wikidata.org/entity/Q609709,physicist,chemist,education
25527,http://www.wikidata.org/entity/Q6097890,physicist,mathematician,institute
25532,http://www.wikidata.org/entity/Q60991388,physicist,researcher,education
25538,http://www.wikidata.org/entity/Q60997969,physicist,university-teacher,university
25540,http://www.wikidata.org/entity/Q61000445,physicist,engineer,institute
25542,http://www.wikidata.org/entity/Q61017600,physicist,university-teacher,education
25543,http://www.wikidata.org/entity/Q61023712,physicist,university-teacher,publisher
25548,http://www.wikidata.org/entity/Q61041156,astronomer,researcher,institute
25549,http://www.wikidata.org/entity/Q61045,physicist,university-teacher,education
25550,http://www.wikidata.org/entity/Q6104536,physicist,university-teacher,education
25551,http://www.wikidata.org/entity/Q61046,physicist,university-teacher,education
25554,http://www.wikidata.org/entity/Q61050533,physicist,university-teacher,institute
25556,http://www.wikidata.org/entity/Q61053174,physicist,university-teacher,university
25557,http://www.wikidata.org/entity/Q61055657,physicist,engineer,publisher
25558,http://www.wikidata.org/entity/Q61056494,physicist,university-teacher,education
25564,http://www.wikidata.org/entity/Q6107416,astronomer,researcher,education
25566,http://www.wikidata.org/entity/Q61077119,physicist,professor-of-physics,education
25567,http://www.wikidata.org/entity/Q61078536,physicist,university-teacher,publisher
25575,http://www.wikidata.org/entity/Q61088276,physicist,university-teacher,university
25577,http://www.wikidata.org/entity/Q61090,physicist,university-teacher,publisher
25579,http://www.wikidata.org/entity/Q61095582,physicist,university-teacher,university
25581,http://www.wikidata.org/entity/Q61102142,physicist,university-teacher,publisher
25582,http://www.wikidata.org/entity/Q61102986,astronomer,writer,enterprise
25594,http://www.wikidata.org/entity/Q6111216,physicist,university-teacher,publisher
25597,http://www.wikidata.org/entity/Q61115559,physicist,university-teacher,university
25598,http://www.wikidata.org/entity/Q61115579,physicist,university-teacher,university
25599,http://www.wikidata.org/entity/Q61115950,physicist,university-teacher,university
25603,http://www.wikidata.org/entity/Q61117577,physicist,university-teacher,publisher
25604,http://www.wikidata.org/entity/Q61118405,physicist,university-teacher,publisher
25606,http://www.wikidata.org/entity/Q61121433,physicist,university-teacher,university
25609,http://www.wikidata.org/entity/Q61122930,physicist,university-teacher,university
25610,http://www.wikidata.org/entity/Q61125521,physicist,university-teacher,organization
25612,http://www.wikidata.org/entity/Q61127087,physicist,researcher,publisher
25616,http://www.wikidata.org/entity/Q6113250,physicist,university-teacher,publisher
25617,http://www.wikidata.org/entity/Q611352,physicist,university-teacher,education
25628,http://www.wikidata.org/entity/Q6113800,physicist,university-teacher,education
25634,http://www.wikidata.org/entity/Q61164954,physicist,university-teacher,publisher
25638,http://www.wikidata.org/entity/Q61197,physicist,university-teacher,publisher
25643,http://www.wikidata.org/entity/Q61201,physicist,university-teacher,publisher
25644,http://www.wikidata.org/entity/Q6120564,physicist,theoretical-physicist,education
25645,http://www.wikidata.org/entity/Q61206,astronomer,university-teacher,organization
25647,http://www.wikidata.org/entity/Q6121688,physicist,priest,education
25655,http://www.wikidata.org/entity/Q6128616,astronomer,university-teacher,publisher
25665,http://www.wikidata.org/entity/Q61314,physicist,university-teacher,publisher
25666,http://www.wikidata.org/entity/Q6131576,physicist,university-teacher,education
25672,http://www.wikidata.org/entity/Q6133081,physicist,university-teacher,education
25677,http://www.wikidata.org/entity/Q6134658,physicist,university-teacher,education
25678,http://www.wikidata.org/entity/Q6134893,physicist,mathematician,publisher
25684,http://www.wikidata.org/entity/Q6135453,physicist,mathematician,education
25686,http://www.wikidata.org/entity/Q61357,astronomer,university-teacher,publisher
25689,http://www.wikidata.org/entity/Q6136698,physicist,theoretical-physicist,publisher
25691,http://www.wikidata.org/entity/Q6137083,physicist,university-teacher,education
25693,http://www.wikidata.org/entity/Q6137666,physicist,nuclear-physicist,education
25702,http://www.wikidata.org/entity/Q6141750,physicist,engineer,education
25704,http://www.wikidata.org/entity/Q6141991,physicist,engineer,education
25705,http://www.wikidata.org/entity/Q6142458,physicist,engineer,education
25708,http://www.wikidata.org/entity/Q6143915,physicist,university-teacher,education
25709,http://www.wikidata.org/entity/Q61451050,physicist,mathematician,education
25716,http://www.wikidata.org/entity/Q61467251,physicist,university-teacher,university
25723,http://www.wikidata.org/entity/Q61472570,physicist,university-teacher,university
25730,http://www.wikidata.org/entity/Q61474429,physicist,mathematician,publisher
25742,http://www.wikidata.org/entity/Q61476883,physicist,engineer,education
25743,http://www.wikidata.org/entity/Q61477168,physicist,university-teacher,publisher
25744,http://www.wikidata.org/entity/Q61477222,physicist,university-teacher,university
25746,http://www.wikidata.org/entity/Q61477492,physicist,university-teacher,university
25748,http://www.wikidata.org/entity/Q61477635,physicist,university-teacher,university
25772,http://www.wikidata.org/entity/Q6150441,physicist,theoretical-physicist,publisher
25780,http://www.wikidata.org/entity/Q6154532,physicist,chemist,other
25781,http://www.wikidata.org/entity/Q6155075,physicist,mathematician,education
25782,http://www.wikidata.org/entity/Q61552351,physicist,academic,education
25783,http://www.wikidata.org/entity/Q6155985,physicist,nuclear-physicist,university
25787,http://www.wikidata.org/entity/Q61590680,astronomer,university-teacher,observatory
25789,http://www.wikidata.org/entity/Q61598418,physicist,chemist,university
25791,http://www.wikidata.org/entity/Q61611955,physicist,computer-scientist,education
25793,http://www.wikidata.org/entity/Q6162792,astronomer,university-teacher,education
25796,http://www.wikidata.org/entity/Q61642848,physicist,academic,education
25799,http://www.wikidata.org/entity/Q61662914,astronomer,researcher,university
25802,http://www.wikidata.org/entity/Q6167020,astronomer,professor,education
25803,http://www.wikidata.org/entity/Q61678182,physicist,docent,publisher
25804,http://www.wikidata.org/entity/Q61686,physicist,university-teacher,institute
25806,http://www.wikidata.org/entity/Q6169452,physicist,university-teacher,agency
25807,http://www.wikidata.org/entity/Q61695694,physicist,nuclear-physicist,university
25808,http://www.wikidata.org/entity/Q61697,physicist,university-teacher,publisher
25811,http://www.wikidata.org/entity/Q61702508,physicist,university-teacher,education
25813,http://www.wikidata.org/entity/Q6170886,physicist,university-teacher,publisher
25816,http://www.wikidata.org/entity/Q61716250,physicist,spectroscopist,organization
25819,http://www.wikidata.org/entity/Q6171660,physicist,biologist,education
25821,http://www.wikidata.org/entity/Q61718268,physicist,chemist,agency
25827,http://www.wikidata.org/entity/Q6172895,physicist,researcher,publisher
25830,http://www.wikidata.org/entity/Q61735,physicist,university-teacher,education
25831,http://www.wikidata.org/entity/Q61737,physicist,university-teacher,education
25832,http://www.wikidata.org/entity/Q61739511,astronomer,university-teacher,publisher
25837,http://www.wikidata.org/entity/Q61745,physicist,university-teacher,publisher
25842,http://www.wikidata.org/entity/Q61755,physicist,university-teacher,publisher
25843,http://www.wikidata.org/entity/Q6175530,physicist,chemist,agency
25844,http://www.wikidata.org/entity/Q6175805,physicist,university-teacher,education
25845,http://www.wikidata.org/entity/Q6175878,physicist,university-teacher,education
25846,http://www.wikidata.org/entity/Q61761,physicist,university-teacher,publisher
25847,http://www.wikidata.org/entity/Q61761576,physicist,writer,education
25855,http://www.wikidata.org/entity/Q61771,astronomer,university-teacher,organization
25857,http://www.wikidata.org/entity/Q61771129,physicist,researcher,university
25858,http://www.wikidata.org/entity/Q61774,physicist,university-teacher,university
25866,http://www.wikidata.org/entity/Q6178761,physicist,academic,organization
25869,http://www.wikidata.org/entity/Q61793396,physicist,university-teacher,publisher
25871,http://www.wikidata.org/entity/Q6179782,physicist,university-teacher,education
25872,http://www.wikidata.org/entity/Q61808611,physicist,university-teacher,publisher
25873,http://www.wikidata.org/entity/Q61810,physicist,university-teacher,publisher
25874,http://www.wikidata.org/entity/Q6181114,physicist,university-teacher,university
25875,http://www.wikidata.org/entity/Q6181183,physicist,university-teacher,education
25877,http://www.wikidata.org/entity/Q61816952,physicist,university-teacher,publisher
25879,http://www.wikidata.org/entity/Q61819677,astronomer,researcher,publisher
25882,http://www.wikidata.org/entity/Q61824,physicist,university-teacher,publisher
25883,http://www.wikidata.org/entity/Q61824919,physicist,particle-physicist,institute
25887,http://www.wikidata.org/entity/Q61829253,physicist,mathematician,agency
25889,http://www.wikidata.org/entity/Q61829766,physicist,university-teacher,publisher
25890,http://www.wikidata.org/entity/Q6183118,physicist,nuclear-physicist,education
25891,http://www.wikidata.org/entity/Q6183264,astronomer,researcher,agency
25892,http://www.wikidata.org/entity/Q61836,astronomer,university-teacher,education
25895,http://www.wikidata.org/entity/Q6185474,physicist,university-teacher,university
25900,http://www.wikidata.org/entity/Q61862203,physicist,researcher,education
25901,http://www.wikidata.org/entity/Q61864,physicist,university-teacher,institute
25902,http://www.wikidata.org/entity/Q61867322,physicist,psychologist,publisher
25903,http://www.wikidata.org/entity/Q61871036,physicist,teacher,education
25904,http://www.wikidata.org/entity/Q6187858,physicist,university-teacher,agency
25906,http://www.wikidata.org/entity/Q61882605,physicist,university-teacher,publisher
25911,http://www.wikidata.org/entity/Q6189095,physicist,botanist,agency
25914,http://www.wikidata.org/entity/Q61906600,physicist,researcher,education
25915,http://www.wikidata.org/entity/Q619103,physicist,university-teacher,education
25917,http://www.wikidata.org/entity/Q61910861,physicist,university-teacher,institute
25921,http://www.wikidata.org/entity/Q6191577,physicist,politician,education
25923,http://www.wikidata.org/entity/Q6192167,astronomer,astrophysicist,education
25928,http://www.wikidata.org/entity/Q61944135,physicist,researcher,institute
25938,http://www.wikidata.org/entity/Q61963742,physicist,university-teacher,education
25942,http://www.wikidata.org/entity/Q61970592,physicist,university-teacher,education
25943,http://www.wikidata.org/entity/Q6197286,physicist,university-teacher,agency
25947,http://www.wikidata.org/entity/Q61974633,physicist,university-teacher,education
25960,http://www.wikidata.org/entity/Q61976469,physicist,university-teacher,publisher
25961,http://www.wikidata.org/entity/Q61977920,physicist,university-teacher,education
25962,http://www.wikidata.org/entity/Q61979785,physicist,scientist,university
25980,http://www.wikidata.org/entity/Q61993721,physicist,materials-scientist,education
25982,http://www.wikidata.org/entity/Q61995972,astronomer,researcher,institute
25983,http://www.wikidata.org/entity/Q61996244,physicist,research-fellow,publisher
25987,http://www.wikidata.org/entity/Q61996744,physicist,university-teacher,education
25996,http://www.wikidata.org/entity/Q62007126,physicist,university-teacher,education
25999,http://www.wikidata.org/entity/Q62010174,astronomer,astrophysicist,publisher
26000,http://www.wikidata.org/entity/Q62016,astronomer,university-teacher,institute
26001,http://www.wikidata.org/entity/Q62017067,physicist,university-teacher,education
26003,http://www.wikidata.org/entity/Q62022761,physicist,university-teacher,publisher
26004,http://www.wikidata.org/entity/Q62024618,physicist,university-teacher,university
26005,http://www.wikidata.org/entity/Q62026055,physicist,university-teacher,education
26006,http://www.wikidata.org/entity/Q62026099,physicist,university-teacher,publisher
26008,http://www.wikidata.org/entity/Q62032117,physicist,university-teacher,publisher
26010,http://www.wikidata.org/entity/Q62035268,physicist,researcher,publisher
26013,http://www.wikidata.org/entity/Q620394,physicist,university-teacher,education
26014,http://www.wikidata.org/entity/Q6204313,physicist,politician,organization
26019,http://www.wikidata.org/entity/Q62054879,physicist,director-of-research-at-cnrs,publisher
26024,http://www.wikidata.org/entity/Q62058005,physicist,university-teacher,publisher
26025,http://www.wikidata.org/entity/Q6205839,physicist,university-teacher,education
26027,http://www.wikidata.org/entity/Q62059326,physicist,university-teacher,institute
26028,http://www.wikidata.org/entity/Q62061262,physicist,university-teacher,publisher
26029,http://www.wikidata.org/entity/Q62063202,physicist,university-teacher,institute
26032,http://www.wikidata.org/entity/Q62066785,physicist,university-teacher,education
26034,http://www.wikidata.org/entity/Q62067685,physicist,researcher,publisher
26035,http://www.wikidata.org/entity/Q62067719,physicist,physikalisch-technische-bundesanstalt,institute
26037,http://www.wikidata.org/entity/Q62071279,astronomer,university-teacher,education
26048,http://www.wikidata.org/entity/Q620849,physicist,politician,university
26050,http://www.wikidata.org/entity/Q62086249,astronomer,chemist,observatory
26052,http://www.wikidata.org/entity/Q62086392,physicist,translator,college
26055,http://www.wikidata.org/entity/Q62088163,physicist,university-teacher,publisher
26057,http://www.wikidata.org/entity/Q6208951,physicist,academic,organization
26061,http://www.wikidata.org/entity/Q62096501,astronomer,university-teacher,institute
26063,http://www.wikidata.org/entity/Q62108,physicist,university-teacher,publisher
26065,http://www.wikidata.org/entity/Q62113033,physicist,researcher,education
26068,http://www.wikidata.org/entity/Q62122030,physicist,biophysicist,school
26073,http://www.wikidata.org/entity/Q621434,physicist,chemist,university
26078,http://www.wikidata.org/entity/Q62168729,physicist,university-teacher,education
26082,http://www.wikidata.org/entity/Q62178,astronomer,non-fiction-writer,publisher
26084,http://www.wikidata.org/entity/Q6217950,physicist,researcher,center
26085,http://www.wikidata.org/entity/Q6218012,physicist,engineer,agency
26086,http://www.wikidata.org/entity/Q6218074,physicist,engineer,education
26087,http://www.wikidata.org/entity/Q6218132,physicist,cricketer,organization
26089,http://www.wikidata.org/entity/Q6218245,physicist,photographer,publisher
26090,http://www.wikidata.org/entity/Q6218621,physicist,university-teacher,education
26092,http://www.wikidata.org/entity/Q6220203,physicist,nuclear-physicist,education
26095,http://www.wikidata.org/entity/Q6222311,physicist,university-teacher,education
26099,http://www.wikidata.org/entity/Q6224311,physicist,nuclear-physicist,education
26101,http://www.wikidata.org/entity/Q6225321,physicist,mathematician,education
26105,http://www.wikidata.org/entity/Q62271,physicist,mathematician,education
26106,http://www.wikidata.org/entity/Q62272821,physicist,university-teacher,institute
26108,http://www.wikidata.org/entity/Q6227686,physicist,docent,publisher
26109,http://www.wikidata.org/entity/Q6227948,physicist,mathematician,publisher
26110,http://www.wikidata.org/entity/Q62283357,astronomer,university-teacher,observatory
26112,http://www.wikidata.org/entity/Q62286982,astronomer,astrophysicist,publisher
26113,http://www.wikidata.org/entity/Q6229051,physicist,professor,agency
26119,http://www.wikidata.org/entity/Q6230918,physicist,nuclear-physicist,agency
26120,http://www.wikidata.org/entity/Q62313,physicist,university-teacher,organization
26124,http://www.wikidata.org/entity/Q6231773,physicist,university-teacher,education
26126,http://www.wikidata.org/entity/Q62324,astronomer,discoverer-of-asteroids,publisher
26127,http://www.wikidata.org/entity/Q6232866,physicist,university-teacher,organization
26131,http://www.wikidata.org/entity/Q6234172,physicist,university-teacher,university
26133,http://www.wikidata.org/entity/Q6234608,physicist,mathematician,education
26139,http://www.wikidata.org/entity/Q6236844,physicist,nuclear-physicist,agency
26142,http://www.wikidata.org/entity/Q6236928,physicist,university-teacher,education
26143,http://www.wikidata.org/entity/Q62371,astronomer,discoverer-of-asteroids,observatory
26144,http://www.wikidata.org/entity/Q62373,physicist,university-teacher,publisher
