"label","o1","class"
"Thomas William Webb","http://dbpedia.org/resource/Thomas_William_Webb",1
"Steve Mandel","http://dbpedia.org/resource/Steve_Mandel",1
"Philippe Véron","http://dbpedia.org/resource/Philippe_Véron",1
"Tomimaru Okuni","http://dbpedia.org/resource/Tomimaru_Okuni",1
"Johann Hieronymus Schröter","http://dbpedia.org/resource/Johann_Hieronymus_Schröter",1
"Ma Yize","http://dbpedia.org/resource/Ma_Yize",1
"Charles Green (astronomer)","http://dbpedia.org/resource/Charles_Green_(astronomer)",1
"Yoji Kondo","http://dbpedia.org/resource/Yoji_Kondo",1
"Yoshisada Shimizu","http://dbpedia.org/resource/Yoshisada_Shimizu",1
"Yrjö Väisälä","http://dbpedia.org/resource/Yrjö_Väisälä",1
"Yuji Hyakutake","http://dbpedia.org/resource/Yuji_Hyakutake",1
"Yvon Villarceau","http://dbpedia.org/resource/Yvon_Villarceau",1
"Zhang Heng","http://dbpedia.org/resource/Zhang_Heng",1
"Zhang Yuzhe","http://dbpedia.org/resource/Zhang_Yuzhe",1
"Zu Chongzhi","http://dbpedia.org/resource/Zu_Chongzhi",1
"Álvaro López-García","http://dbpedia.org/resource/Álvaro_López-García",1
"Michel Giacobini","http://dbpedia.org/resource/Michel_Giacobini",1
"Lyudmila Karachkina","http://dbpedia.org/resource/Lyudmila_Karachkina",1
"Robert George Harrington","http://dbpedia.org/resource/Robert_George_Harrington",1
"Tetsuo Kagawa","http://dbpedia.org/resource/Tetsuo_Kagawa",1
"Marie Henri Andoyer","http://dbpedia.org/resource/Marie_Henri_Andoyer",1
"Nils Mustelin","http://dbpedia.org/resource/Nils_Mustelin",1
"Pablo Cottenot","http://dbpedia.org/resource/Pablo_Cottenot",1
"Shi Shen","http://dbpedia.org/resource/Shi_Shen",1
"Sadr al-Shari'a al-Asghar","http://dbpedia.org/resource/Sadr_al-Shari'a_al-Asghar",1
"Yi Xing","http://dbpedia.org/resource/Yi_Xing",1
"Vincent Wing","http://dbpedia.org/resource/Vincent_Wing",1
"Pierre Lemonnier","http://dbpedia.org/resource/Pierre_Lemonnier",1
"Ľubor Kresák","http://dbpedia.org/resource/Ľubor_Kresák",1
"Pieter Johannes van Rhijn","http://dbpedia.org/resource/Pieter_Johannes_van_Rhijn",1
